"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewId","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"ICON Apartments","1","Time to add some signage to the alleyway because it's clearly only a one-way alley","2025-12-21T18:35:22.226Z","0","Uber Adventure","188","true",,,"en","3 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2xaMlNuVlhkbGRyZEhZdGREZHhMWE5ZTkdOWldsRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaMlNuVlhkbGRyZEhZdGREZHhMWE5ZTkdOWldsRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CAIQACodChtycF9oOlZ2SnVXdldrdHYtdDdxLXNYNGNZWlE%7C%7C?hl=en","112949189146485564359","https://lh3.googleusercontent.com/a-/ALV-UjVt56egeZRLBEO_SnyNqEY7v-0k8fsiLc_oh1dj-O14eAZbbsDl=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/112949189146485564359?hl=en",,,
"ICON Apartments","5","I lived here for 2 years and enjoyed every bit of it. Jourdan is a great  property manager and she does her best to maintain a great community. Would recommend any UIUC student/staff to live here !","2025-11-17T21:14:06.397Z","0","Vinayak Bagdi","5","false","2025-11-18T14:33:36.000Z","I just wanted to say thank you and that this year has not been the same without you guys. I miss the group and think about you guys all the time! I hope everything is going well in the big world for you.","en","5 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT20xaWFrZG9aV2RFY21kSFkzTnJTWFJyYTBrMlFWRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xaWFrZG9aV2RFY21kSFkzTnJTWFJyYTBrMlFWRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CAIQACodChtycF9oOm1iakdoZWdEcmdHY3NrSXRra0k2QVE%7C%7C?hl=en","111692453662675431414","https://lh3.googleusercontent.com/a-/ALV-UjUocR-dUnUcFezzrQKFlO41xpDPZimhlTUSP6fS89A360psBs0W=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111692453662675431414?hl=en",,,
"ICON Apartments","5","I am making this review after I had moved out a year ago. I enjoyed living my last two years of college here! Jourdan, the building manager at the time, was so sweet and helpful. Any issues or questions that I had, she immediately assisted me. She was always saying hi to residents and was the kindest. ICON will forever my favorite apartment building on campus, thank you for making my time at UIUC memorable!","2025-07-29T14:24:14.501Z","0","Kimberly Uruchima","11","false",,,"en","8 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2xOVVFVVlNVREZrYVRGZlpqWkxNSEpGWmxaa2MxRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOVVFVVlNVREZrYVRGZlpqWkxNSEpGWmxaa2MxRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CAIQACodChtycF9oOlNUQUVSUDFkaTFfZjZLMHJFZlZkc1E%7C%7C?hl=en","118309587031687457167","https://lh3.googleusercontent.com/a-/ALV-UjWSbmDfh2P6X-4d0tF3kFeOMjnJqaAOLk1qk98xYuqbB0TCDd4L=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/118309587031687457167?hl=en",,,
"ICON Apartments","5","My daughter stayed at this apartment building for almost 3 years and had a truly wonderful experience. The property is well-maintained, safe, and in a great location, but what really sets it apart is the management—especially Jordan. She is absolutely the best! Incredibly helpful, responsive, and genuinely caring, Jordan made sure everything ran smoothly and was always there when needed. It's rare to find a building manager who goes above and beyond like she does. Highly recommend this place to anyone looking for a comfortable and well-managed home.","2025-05-24T16:28:18.661Z","0","Helen Deng","43","true",,,"en","10 months ago",,"ChdDSUhNMG9nS0VNM2s5NEttcS1yWDJRRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNM2s5NEttcS1yWDJRRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEM3k94Kmq-rX2QE%7C%7C?hl=en","113752279358678559070","https://lh3.googleusercontent.com/a/ACg8ocIzBC3a_pKlCk7lyKAbIQt7w4oXTR8dbyLvjVhtDEt_YkzF0Q=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/113752279358678559070?hl=en",,,
"ICON Apartments","2","The mailing system is absolutely awful. You can only pick up your mail from 9-5 on a weekday (when most people have work or classes), and sometimes they close early because there is only one person running the office so if they’re sick or have something else going on, you can’t pick up your packages. Also, the rooms have very little sunlight (the interior windows are blocked by massive walls), and a lot of the furniture was scratched or broken. 2 stars because at least the rooms are fairly spacious, but I don’t think it’s worth it.","2024-10-11T19:53:59.193Z","0","Bob Smith","1","false","2024-10-11T20:09:24.000Z","Hey Bob, we would be more than happy to leave your packages out for you on the white shelves. You need only ask. Apologies for being sick today. 

Hope you have a better weekend. ","en","a year ago",,"ChdDSUhNMG9nS0VJQ0FnSURubjl5eXRnRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURubjl5eXRnRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEICAgIDnn9yytgE%7C%7C?hl=en","102211093553371976359","https://lh3.googleusercontent.com/a/ACg8ocJ6SR29outyf1HE3kzH15yirzxp7TIaDUmHu3gAm_1zjrBdoA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102211093553371976359?hl=en",,,
"ICON Apartments","5","Jourdan the property manager is really something special. Every time I had the pleasure to see her or read her emails, she was full of life and clearly invested in creating a lovely little space on campus.

Any time a problem propped up I had full confidence it would be resolved quickly and effectively. Apartment was clean, well furnished, and cozy. Location is wonderfully close to campus and the county market. By far my favorite living experience on campus.","2023-10-26T00:41:44.765Z","0","Hamilton S","1","false","2023-10-27T13:09:12.000Z","How to make a girl cry while drinking her morning coffee.. Hamilton you sweet sweet soul. Thank you for your kind words. I miss you guys and I hope the adult world is everything you deserve it to be. <3","en","2 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUQ1c2JhTVd3EAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ1c2JhTVd3EAE!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEICAgID5sbaMWw%7C%7C?hl=en","115040647189674154987","https://lh3.googleusercontent.com/a/ACg8ocKxPNbjnUtL7xvyzU0Q6X97h5qLfwo2CzdFw8UAzpxcHCyi_Q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115040647189674154987?hl=en",,,
"ICON Apartments","5","I’m really happy with my apartment. The application process, the management and the cleanliness made moving in so much easier and stress free. Every day since, I’ve come home feeling really comfortable and content. The furnishings are new, clean and reliable. So happy 🤍","2023-08-07T05:26:26.387Z","0","Sierra Jensen","15","true","2023-10-27T13:11:26.000Z","Look at us now.. we handing out plants. We bonding over veggies and amazon. Tis the truest of true <3","en","2 years ago",,"ChdDSUhNMG9nS0VJQ0FnSUNwaGVQSW5RRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwaGVQSW5RRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEICAgICphePInQE%7C%7C?hl=en","117586067460634251809","https://lh3.googleusercontent.com/a-/ALV-UjXtdsNO68m3ZPw7tEbFib0WkRvkB4ZVWY6toUdssv50bGWeWfo_vg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/117586067460634251809?hl=en",,,
"ICON Apartments","1","If you are a lucky person and do not anticipate any substantial problems(such as mail theft, withheld deposit ,food theft or horrible neighbors), then I highly recommend this place. It's in a great location and the landlord is seemingly nice in their public announcements. Otherwise, I advise staying someplace else. I personally experienced all within the parentheses during my stay.

[Response: I think you have mistaken me for someone else. I have only ever written this one review. I have however, elaborated on my original review. It was initially ambiguous, and likely unhelpful. After my experience, I decided that I wouldn't remain in Champaign after I graduated. Thus, I will not be able to come in person. This is my other google account and thus would not be in the system. I sent many emails to the property management about these issues. I even left early due to being unable to sleep, so you'd likely be able to find my information, unless many others have experienced what I had. Thank you for your time.]","2023-03-07T15:59:46.979Z","3","ai “azylexia” s","2","false","2023-03-07T11:01:17.000Z","Hi Ai, While I appreciate your honesty when it comes to leaving reviews. This is two one star reviews in a two month period. I am not finding you in our system, nor have I had the pleasure of speaking with you in person about these issues. We keep packages in the leasing office to help with the major campus theft issue that is everywhere. I advise anyone ordering food on campus to be ready and waiting for their delivery driver, and neighbors can always be reported to the manager. I think it would be best if we could speak more about these issues in person please feel free to come and speak with me in the office. I just want to make sure I am not missing anything on my end to be sure your stay is as enjoyable as possible.","en","Edited 3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSUN1cGRMVW5nRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1cGRMVW5nRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEICAgICupdLUngE%7C%7C?hl=en","113036772291253362776","https://lh3.googleusercontent.com/a-/ALV-UjVRD_T3HMvbaV7RwGlRbtsg7HNBGHzQHBHcT42trsr-6R-e7ms=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113036772291253362776?hl=en",,,
"ICON Apartments","1","We asked for leasing for next year. Their office time is 8 - 5. We came around 11, but nobody was here, and we called, nobody answered as well. We waited around 1 pm until she came. When we asked for the leasing, she had a very very bad attitude for no reason!","2022-11-07T22:48:28.344Z","4","Haofu Li","12","true","2022-11-07T23:01:56.000Z","Hi Haofu, 

Thank you for taking the time out of your day to leave us a review. Please know that we don't do walk in tours, we have to have an appointment to give our current residents advance notice. There is only one staff member onsite so we apologize if you came at a time when she was out of office. She was also gone at lunch at 1:00 pm today so I'm unsure who you would have spoken to. But please feel free to give us a call so that we can get this cleared up for you. 217-352-7945.","en","3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSUMtMllUeXJnRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMtMllUeXJnRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEICAgIC-2YTyrgE%7C%7C?hl=en","108063653513779617985","https://lh3.googleusercontent.com/a/ACg8ocIDkoOXvKKy9foAmKBUlea3vkB1IBu9J9MVGmFaUogcmyOw8w=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/108063653513779617985?hl=en",,,
"ICON Apartments","5","I love living here! Ms. Cohen is super nice and helpful :)","2022-10-10T21:32:05.802Z","1","Helen Tran","5","false",,,"en","3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURlN3FHN2hBRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlN3FHN2hBRRAB!2m1!1s0x0:0xe5292e67b6dda3b6!3m1!1s2@1:CIHM0ogKEICAgIDe7qG7hAE%7C%7C?hl=en","106083727418429663229","https://lh3.googleusercontent.com/a-/ALV-UjXiu94VTfjxNcJrLVB-2sRvy_g2yb8JCMTst76kucS6PJPCUtOG=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106083727418429663229?hl=en",,,
